Data da Venda;Região;Vendedor;Seção;Vendas;Comissões
02/06/2013;Sul;Roberto;Cine e Foto;R$ 1.784,33;R$ 35,69
03/06/2013;Nordeste;João Carlos;Cama, Mesa e Banho;R$ 3.247,26;R$ 64,95
03/06/2013;Nordeste;José Luiz;Móveis e Decoração;R$ 3.364,84;R$ 67,30
03/06/2013;Sudeste;Ana Maria;Eletrodomésticos;R$ 4.717,35;R$ 94,35
04/06/2013;Sudeste;Carolina;Eletrônicos;R$ 3.630,21;R$ 72,60
04/06/2013;Sudeste;Adriana;Eletrônicos;R$ 4.765,44;R$ 95,31
04/06/2013;Norte;Ana Maria;Eletrônicos;R$ 3.839,72;R$ 76,79
04/06/2013;Oeste;Roberto;Cine e Foto;R$ 3.489,16;R$ 69,78
04/06/2013;Centro;Ana Maria;Casa e Construção;R$ 2.676,73;R$ 53,53
06/06/2013;Nordeste;Carolina;Eletrodomésticos;R$ 3.340,32;R$ 66,81
07/06/2013;Sudeste;Carolina;Esporte e Lazer;R$ 2.346,95;R$ 46,94
08/06/2013;Sudeste;Ana Maria;Casa e Construção;R$ 253,91;R$ 5,08
08/06/2013;Sul;Adriana;Casa e Construção;R$ 3.383,87;R$ 67,68
09/06/2013;Centro;João Carlos;Cine e Foto;R$ 3.453,70;R$ 69,07
10/06/2013;Sul;Simone;Casa e Construção;R$ 3.788,01;R$ 75,76
10/06/2013;Sudeste;Carolina;Utilidades Domésticas;R$ 3.469,30;R$ 69,39
10/06/2013;Sul;Adriana;Eletrodomésticos;R$ 510,23;R$ 10,20
11/06/2013;Centro;Carolina;Casa e Construção;R$ 2.110,33;R$ 42,21
11/06/2013;Centro;Ricardo;Eletrodomésticos;R$ 1.514,32;R$ 30,29
11/06/2013;Nordeste;Ana Maria;Esporte e Lazer;R$ 209,24;R$ 4,18
11/06/2013;Sul;Carolina;Casa e Construção;R$ 4.278,13;R$ 85,56
11/06/2013;Centro;Carolina;Utilidades Domésticas;R$ 1.258,49;R$ 25,17
12/06/2013;Sudeste;José Luiz;Casa e Construção;R$ 3.118,88;R$ 62,38
14/06/2013;Sudeste;Simone;Eletrônicos;R$ 3.892,84;R$ 77,86
15/06/2013;Leste;João Carlos;Casa e Construção;R$ 4.652,36;R$ 93,05
15/06/2013;Sudeste;Ricardo;Roupas e Acessórios;R$ 1.150,69;R$ 23,01
16/06/2013;Centro;Ana Maria;Roupas e Acessórios;R$ 3.830,63;R$ 76,61
16/06/2013;Nordeste;Roberto;Móveis e Decoração;R$ 3.747,92;R$ 74,96
16/06/2013;Centro;Ricardo;Eletrodomésticos;R$ 1.585,44;R$ 31,71
16/06/2013;Sudeste;Adriana;Eletrodomésticos;R$ 2.246,30;R$ 44,93
17/06/2013;Centro;Roberto;Casa e Construção;R$ 1.798,26;R$ 35,97
17/06/2013;Norte;Carolina;Eletrodomésticos;R$ 4.083,32;R$ 81,67
18/06/2013;Centro;Carolina;Eletrônicos;R$ 2.753,01;R$ 55,06
18/06/2013;Nordeste;Ricardo;Eletrônicos;R$ 981,66;R$ 19,63
19/06/2013;Nordeste;Roberto;Móveis e Decoração;R$ 2.287,59;R$ 45,75
20/06/2013;Sudeste;Carolina;Roupas e Acessórios;R$ 4.413,18;R$ 88,26
21/06/2013;Sudeste;Simone;Utilidades Domésticas;R$ 3.738,96;R$ 74,78
22/06/2013;Leste;João Carlos;Casa e Construção;R$ 3.745,08;R$ 74,90
24/06/2013;Sudeste;Carolina;Cama, Mesa e Banho;R$ 2.916,08;R$ 58,32
25/06/2013;Sudeste;Simone;Roupas e Acessórios;R$ 3.865,04;R$ 77,30
27/06/2013;Sudeste;João Carlos;Móveis e Decoração;R$ 2.273,47;R$ 45,47
27/06/2013;Sudeste;Adriana;Móveis e Decoração;R$ 3.781,94;R$ 75,64
28/06/2013;Sudeste;Carolina;Casa e Construção;R$ 3.807,25;R$ 76,15
28/06/2013;Nordeste;Simone;Cine e Foto;R$ 4.954,96;R$ 99,10
01/07/2013;Sudeste;Roberto;Móveis e Decoração;R$ 629,60;R$ 12,59
01/07/2013;Centro;Ana Maria;Móveis e Decoração;R$ 849,79;R$ 17,00
03/07/2013;Nordeste;Ricardo;Esporte e Lazer;R$ 2.270,20;R$ 45,40
03/07/2013;Leste;João Carlos;Móveis e Decoração;R$ 4.899,67;R$ 97,99
05/07/2013;Leste;Simone;Móveis e Decoração;R$ 2.794,99;R$ 55,90
08/07/2013;Sudeste;Carolina;Casa e Construção;R$ 2.426,10;R$ 48,52
08/07/2013;Leste;João Carlos;Eletrodomésticos;R$ 2.698,22;R$ 53,96
09/07/2013;Nordeste;Adriana;Esporte e Lazer;R$ 1.475,03;R$ 29,50
11/07/2013;Nordeste;Adriana;Eletrodomésticos;R$ 856,62;R$ 17,13
13/07/2013;Sudeste;Ana Maria;Casa e Construção;R$ 490,12;R$ 9,80
14/07/2013;Oeste;Ana Maria;Utilidades Domésticas;R$ 555,11;R$ 11,10
14/07/2013;Sul;Roberto;Eletrônicos;R$ 3.737,93;R$ 74,76
15/07/2013;Nordeste;Simone;Utilidades Domésticas;R$ 4.274,98;R$ 85,50
17/07/2013;Sudeste;João Carlos;Eletrodomésticos;R$ 2.012,71;R$ 40,25
17/07/2013;Oeste;João Carlos;Cama, Mesa e Banho;R$ 1.888,18;R$ 37,76
17/07/2013;Centro;Carolina;Casa e Construção;R$ 1.230,22;R$ 24,60
18/07/2013;Sudeste;João Carlos;Utilidades Domésticas;R$ 3.604,47;R$ 72,09
18/07/2013;Nordeste;Carolina;Móveis e Decoração;R$ 3.510,89;R$ 70,22
19/07/2013;Centro;Carolina;Cama, Mesa e Banho;R$ 4.370,49;R$ 87,41
21/07/2013;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 3.191,16;R$ 63,82
22/07/2013;Norte;José Luiz;Cine e Foto;R$ 3.974,17;R$ 79,48
22/07/2013;Leste;Simone;Esporte e Lazer;R$ 4.490,99;R$ 89,82
23/07/2013;Oeste;João Carlos;Roupas e Acessórios;R$ 947,24;R$ 18,94
24/07/2013;Oeste;Simone;Cine e Foto;R$ 4.613,52;R$ 92,27
24/07/2013;Sudeste;Carolina;Cine e Foto;R$ 2.342,96;R$ 46,86
24/07/2013;Nordeste;Carolina;Roupas e Acessórios;R$ 2.137,09;R$ 42,74
25/07/2013;Sul;Carolina;Utilidades Domésticas;R$ 3.562,41;R$ 71,25
27/07/2013;Sul;João Carlos;Móveis e Decoração;R$ 306,16;R$ 6,12
28/07/2013;Sudeste;João Carlos;Utilidades Domésticas;R$ 955,19;R$ 19,10
29/07/2013;Sul;Ricardo;Eletrodomésticos;R$ 1.349,04;R$ 26,98
30/07/2013;Sul;Ricardo;Cama, Mesa e Banho;R$ 2.474,96;R$ 49,50
30/07/2013;Sudeste;João Carlos;Eletrônicos;R$ 4.425,21;R$ 88,50
01/08/2013;Leste;João Carlos;Cama, Mesa e Banho;R$ 3.254,04;R$ 65,08
02/08/2013;Nordeste;Ana Maria;Eletrodomésticos;R$ 1.283,47;R$ 25,67
02/08/2013;Nordeste;Ricardo;Esporte e Lazer;R$ 4.999,70;R$ 99,99
03/08/2013;Sudeste;Carolina;Roupas e Acessórios;R$ 2.051,46;R$ 41,03
03/08/2013;Norte;João Carlos;Móveis e Decoração;R$ 3.429,55;R$ 68,59
03/08/2013;Sul;Ana Maria;Casa e Construção;R$ 3.038,00;R$ 60,76
04/08/2013;Sudeste;Carolina;Casa e Construção;R$ 3.140,14;R$ 62,80
04/08/2013;Oeste;Ana Maria;Casa e Construção;R$ 930,26;R$ 18,61
04/08/2013;Sudeste;Ricardo;Eletrodomésticos;R$ 2.722,16;R$ 54,44
05/08/2013;Oeste;Carolina;Roupas e Acessórios;R$ 1.812,12;R$ 36,24
05/08/2013;Nordeste;Simone;Eletrodomésticos;R$ 613,00;R$ 12,26
06/08/2013;Norte;Carolina;Cama, Mesa e Banho;R$ 4.499,90;R$ 90,00
10/08/2013;Nordeste;Ricardo;Roupas e Acessórios;R$ 2.694,26;R$ 53,89
12/08/2013;Oeste;João Carlos;Eletrodomésticos;R$ 1.268,30;R$ 25,37
12/08/2013;Sudeste;Ana Maria;Eletrodomésticos;R$ 3.048,32;R$ 60,97
13/08/2013;Nordeste;João Carlos;Eletrônicos;R$ 4.626,44;R$ 92,53
14/08/2013;Sudeste;João Carlos;Eletrodomésticos;R$ 4.194,25;R$ 83,89
15/08/2013;Sudeste;Roberto;Utilidades Domésticas;R$ 1.581,36;R$ 31,63
15/08/2013;Centro;Adriana;Cama, Mesa e Banho;R$ 2.517,24;R$ 50,34
16/08/2013;Centro;Carolina;Utilidades Domésticas;R$ 4.021,18;R$ 80,42
16/08/2013;Centro;Carolina;Cama, Mesa e Banho;R$ 275,37;R$ 5,51
17/08/2013;Centro;João Carlos;Casa e Construção;R$ 3.142,24;R$ 62,84
18/08/2013;Centro;Carolina;Casa e Construção;R$ 3.983,32;R$ 79,67
19/08/2013;Nordeste;Ana Maria;Eletrodomésticos;R$ 788,98;R$ 15,78
19/08/2013;Sudeste;João Carlos;Utilidades Domésticas;R$ 3.084,78;R$ 61,70
19/08/2013;Sul;Ana Maria;Eletrônicos;R$ 1.657,11;R$ 33,14
21/08/2013;Sudeste;João Carlos;Utilidades Domésticas;R$ 312,00;R$ 6,24
23/08/2013;Sudeste;Carolina;Casa e Construção;R$ 2.547,06;R$ 50,94
24/08/2013;Nordeste;Roberto;Cine e Foto;R$ 1.433,86;R$ 28,68
24/08/2013;Sudeste;Ricardo;Cama, Mesa e Banho;R$ 2.989,79;R$ 59,80
26/08/2013;Sul;Ricardo;Roupas e Acessórios;R$ 1.092,77;R$ 21,86
26/08/2013;Sul;José Luiz;Cine e Foto;R$ 2.515,57;R$ 50,31
26/08/2013;Nordeste;Ricardo;Eletrodomésticos;R$ 4.930,12;R$ 98,60
27/08/2013;Leste;Roberto;Utilidades Domésticas;R$ 514,95;R$ 10,30
28/08/2013;Leste;Simone;Eletrodomésticos;R$ 1.064,44;R$ 21,29
28/08/2013;Sudeste;Adriana;Esporte e Lazer;R$ 4.069,34;R$ 81,39
31/08/2013;Norte;Carolina;Roupas e Acessórios;R$ 1.351,58;R$ 27,03
01/09/2013;Sudeste;João Carlos;Casa e Construção;R$ 949,22;R$ 18,98
02/09/2013;Sul;João Carlos;Eletrônicos;R$ 1.294,81;R$ 25,90
03/09/2013;Sudeste;Ana Maria;Esporte e Lazer;R$ 3.732,65;R$ 74,65
03/09/2013;Sul;João Carlos;Utilidades Domésticas;R$ 2.496,61;R$ 49,93
03/09/2013;Nordeste;João Carlos;Roupas e Acessórios;R$ 2.901,18;R$ 58,02
04/09/2013;Centro;Ricardo;Móveis e Decoração;R$ 813,58;R$ 16,27
04/09/2013;Sudeste;João Carlos;Cine e Foto;R$ 4.209,16;R$ 84,18
05/09/2013;Sudeste;Ricardo;Casa e Construção;R$ 1.833,69;R$ 36,67
05/09/2013;Sudeste;Carolina;Casa e Construção;R$ 4.254,65;R$ 85,09
06/09/2013;Centro;Ana Maria;Cama, Mesa e Banho;R$ 4.100,39;R$ 82,01
06/09/2013;Centro;João Carlos;Móveis e Decoração;R$ 1.213,74;R$ 24,27
07/09/2013;Sudeste;Simone;Cine e Foto;R$ 2.980,40;R$ 59,61
08/09/2013;Sudeste;Ricardo;Casa e Construção;R$ 3.506,37;R$ 70,13
08/09/2013;Centro;Ricardo;Cama, Mesa e Banho;R$ 1.358,04;R$ 27,16
09/09/2013;Oeste;João Carlos;Esporte e Lazer;R$ 359,44;R$ 7,19
10/09/2013;Norte;Carolina;Casa e Construção;R$ 2.744,06;R$ 54,88
11/09/2013;Sudeste;Carolina;Esporte e Lazer;R$ 3.394,34;R$ 67,89
12/09/2013;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 1.929,51;R$ 38,59
13/09/2013;Sudeste;Simone;Cine e Foto;R$ 2.163,60;R$ 43,27
13/09/2013;Centro;João Carlos;Móveis e Decoração;R$ 1.432,23;R$ 28,64
14/09/2013;Centro;Ricardo;Cine e Foto;R$ 2.060,17;R$ 41,20
14/09/2013;Sul;Ricardo;Eletrônicos;R$ 4.688,32;R$ 93,77
14/09/2013;Sul;Ana Maria;Cama, Mesa e Banho;R$ 1.833,26;R$ 36,67
15/09/2013;Sudeste;Ana Maria;Roupas e Acessórios;R$ 4.407,24;R$ 88,14
16/09/2013;Centro;Ricardo;Móveis e Decoração;R$ 1.767,00;R$ 35,34
16/09/2013;Norte;Roberto;Roupas e Acessórios;R$ 4.747,09;R$ 94,94
18/09/2013;Nordeste;João Carlos;Casa e Construção;R$ 3.683,24;R$ 73,66
19/09/2013;Sudeste;Ricardo;Móveis e Decoração;R$ 882,33;R$ 17,65
19/09/2013;Sudeste;Ricardo;Esporte e Lazer;R$ 2.537,86;R$ 50,76
19/09/2013;Sudeste;Roberto;Casa e Construção;R$ 1.747,99;R$ 34,96
21/09/2013;Centro;Ricardo;Utilidades Domésticas;R$ 3.668,36;R$ 73,37
21/09/2013;Centro;Simone;Casa e Construção;R$ 2.663,05;R$ 53,26
21/09/2013;Leste;João Carlos;Casa e Construção;R$ 2.754,84;R$ 55,10
21/09/2013;Sul;João Carlos;Utilidades Domésticas;R$ 3.585,88;R$ 71,72
22/09/2013;Sudeste;Carolina;Cama, Mesa e Banho;R$ 3.731,15;R$ 74,62
22/09/2013;Sudeste;João Carlos;Roupas e Acessórios;R$ 1.542,49;R$ 30,85
23/09/2013;Sudeste;Ana Maria;Roupas e Acessórios;R$ 4.646,92;R$ 92,94
23/09/2013;Sudeste;Carolina;Esporte e Lazer;R$ 4.643,30;R$ 92,87
24/09/2013;Centro;Ana Maria;Cine e Foto;R$ 2.832,70;R$ 56,65
24/09/2013;Centro;Ricardo;Esporte e Lazer;R$ 1.323,98;R$ 26,48
24/09/2013;Centro;Ana Maria;Cama, Mesa e Banho;R$ 2.321,36;R$ 46,43
26/09/2013;Centro;Carolina;Eletrodomésticos;R$ 2.507,68;R$ 50,15
26/09/2013;Nordeste;Carolina;Esporte e Lazer;R$ 1.067,55;R$ 21,35
27/09/2013;Nordeste;Ana Maria;Eletrônicos;R$ 2.274,18;R$ 45,48
28/09/2013;Sudeste;Simone;Esporte e Lazer;R$ 4.878,55;R$ 97,57
29/09/2013;Oeste;João Carlos;Móveis e Decoração;R$ 4.518,36;R$ 90,37
29/09/2013;Oeste;Roberto;Eletrodomésticos;R$ 3.750,60;R$ 75,01
30/09/2013;Sul;Ricardo;Casa e Construção;R$ 320,26;R$ 6,41
30/09/2013;Oeste;João Carlos;Móveis e Decoração;R$ 3.973,40;R$ 79,47
30/09/2013;Sudeste;Roberto;Roupas e Acessórios;R$ 3.454,29;R$ 69,09
30/09/2013;Sudeste;Ricardo;Eletrônicos;R$ 3.299,23;R$ 65,98
30/09/2013;Centro;José Luiz;Utilidades Domésticas;R$ 471,89;R$ 9,44
02/10/2013;Nordeste;José Luiz;Utilidades Domésticas;R$ 2.744,71;R$ 54,89
04/10/2013;Centro;Adriana;Roupas e Acessórios;R$ 423,50;R$ 8,47
04/10/2013;Centro;João Carlos;Utilidades Domésticas;R$ 4.848,00;R$ 96,96
05/10/2013;Leste;João Carlos;Esporte e Lazer;R$ 2.302,62;R$ 46,05
05/10/2013;Oeste;Carolina;Cine e Foto;R$ 676,07;R$ 13,52
05/10/2013;Sudeste;Ricardo;Cama, Mesa e Banho;R$ 2.868,69;R$ 57,37
06/10/2013;Sudeste;Ricardo;Móveis e Decoração;R$ 1.229,18;R$ 24,58
07/10/2013;Centro;Roberto;Utilidades Domésticas;R$ 568,10;R$ 11,36
07/10/2013;Sudeste;Roberto;Esporte e Lazer;R$ 1.763,42;R$ 35,27
07/10/2013;Sudeste;Ricardo;Utilidades Domésticas;R$ 3.324,16;R$ 66,48
08/10/2013;Nordeste;Adriana;Eletrônicos;R$ 4.288,33;R$ 85,77
09/10/2013;Nordeste;Carolina;Cama, Mesa e Banho;R$ 3.127,14;R$ 62,54
11/10/2013;Centro;Carolina;Eletrodomésticos;R$ 2.084,31;R$ 41,69
12/10/2013;Sudeste;Carolina;Casa e Construção;R$ 4.128,71;R$ 82,57
16/10/2013;Sudeste;Ricardo;Roupas e Acessórios;R$ 941,20;R$ 18,82
16/10/2013;Centro;João Carlos;Utilidades Domésticas;R$ 3.482,32;R$ 69,65
16/10/2013;Sul;Roberto;Cama, Mesa e Banho;R$ 3.540,74;R$ 70,81
17/10/2013;Sudeste;Adriana;Roupas e Acessórios;R$ 3.289,50;R$ 65,79
18/10/2013;Sul;Ricardo;Eletrodomésticos;R$ 995,62;R$ 19,91
19/10/2013;Sul;João Carlos;Casa e Construção;R$ 4.331,39;R$ 86,63
20/10/2013;Nordeste;Carolina;Cine e Foto;R$ 4.468,15;R$ 89,36
21/10/2013;Oeste;Adriana;Esporte e Lazer;R$ 2.155,07;R$ 43,10
22/10/2013;Centro;Carolina;Utilidades Domésticas;R$ 398,59;R$ 7,97
22/10/2013;Centro;José Luiz;Eletrônicos;R$ 1.315,79;R$ 26,32
24/10/2013;Sul;Adriana;Cama, Mesa e Banho;R$ 4.290,23;R$ 85,80
24/10/2013;Centro;Carolina;Cine e Foto;R$ 1.309,30;R$ 26,19
25/10/2013;Leste;Adriana;Roupas e Acessórios;R$ 4.838,39;R$ 96,77
25/10/2013;Nordeste;Adriana;Eletrodomésticos;R$ 4.650,79;R$ 93,02
26/10/2013;Sudeste;João Carlos;Eletrônicos;R$ 4.836,78;R$ 96,74
27/10/2013;Centro;Carolina;Eletrônicos;R$ 2.062,13;R$ 41,24
27/10/2013;Norte;João Carlos;Utilidades Domésticas;R$ 959,80;R$ 19,20
29/10/2013;Norte;Ana Maria;Roupas e Acessórios;R$ 4.030,93;R$ 80,62
30/10/2013;Sudeste;João Carlos;Casa e Construção;R$ 3.646,07;R$ 72,92
30/10/2013;Sudeste;Ricardo;Utilidades Domésticas;R$ 348,53;R$ 6,97
30/10/2013;Sul;Simone;Utilidades Domésticas;R$ 3.429,08;R$ 68,58
30/10/2013;Nordeste;João Carlos;Eletrônicos;R$ 3.524,90;R$ 70,50
30/10/2013;Centro;João Carlos;Cama, Mesa e Banho;R$ 2.291,56;R$ 45,83
02/11/2013;Centro;Carolina;Roupas e Acessórios;R$ 1.749,51;R$ 34,99
03/11/2013;Sudeste;João Carlos;Esporte e Lazer;R$ 2.244,33;R$ 44,89
04/11/2013;Norte;Ana Maria;Eletrônicos;R$ 1.780,43;R$ 35,61
04/11/2013;Sudeste;Ricardo;Casa e Construção;R$ 3.348,08;R$ 66,96
04/11/2013;Sudeste;Ricardo;Cine e Foto;R$ 839,86;R$ 16,80
05/11/2013;Sudeste;Roberto;Cama, Mesa e Banho;R$ 2.007,65;R$ 40,15
06/11/2013;Nordeste;João Carlos;Móveis e Decoração;R$ 3.249,66;R$ 64,99
06/11/2013;Norte;José Luiz;Cine e Foto;R$ 1.623,58;R$ 32,47
06/11/2013;Nordeste;Ana Maria;Casa e Construção;R$ 2.997,61;R$ 59,95
07/11/2013;Sudeste;João Carlos;Cine e Foto;R$ 2.675,90;R$ 53,52
07/11/2013;Leste;Adriana;Roupas e Acessórios;R$ 3.752,05;R$ 75,04
09/11/2013;Sul;Adriana;Móveis e Decoração;R$ 3.333,07;R$ 66,66
10/11/2013;Centro;João Carlos;Eletrodomésticos;R$ 1.361,35;R$ 27,23
10/11/2013;Nordeste;Ana Maria;Roupas e Acessórios;R$ 1.830,54;R$ 36,61
11/11/2013;Sul;João Carlos;Casa e Construção;R$ 3.480,69;R$ 69,61
11/11/2013;Centro;Simone;Casa e Construção;R$ 1.632,73;R$ 32,65
12/11/2013;Sul;José Luiz;Roupas e Acessórios;R$ 2.735,39;R$ 54,71
12/11/2013;Centro;Carolina;Cama, Mesa e Banho;R$ 1.226,04;R$ 24,52
12/11/2013;Centro;Carolina;Eletrônicos;R$ 1.529,51;R$ 30,59
13/11/2013;Centro;Carolina;Esporte e Lazer;R$ 3.727,03;R$ 74,54
14/11/2013;Oeste;José Luiz;Utilidades Domésticas;R$ 732,28;R$ 14,65
14/11/2013;Sudeste;João Carlos;Eletrodomésticos;R$ 3.301,88;R$ 66,04
15/11/2013;Nordeste;Carolina;Utilidades Domésticas;R$ 3.720,59;R$ 74,41
15/11/2013;Sudeste;Carolina;Eletrônicos;R$ 4.474,35;R$ 89,49
15/11/2013;Oeste;José Luiz;Móveis e Decoração;R$ 1.339,35;R$ 26,79
15/11/2013;Centro;João Carlos;Esporte e Lazer;R$ 4.088,04;R$ 81,76
15/11/2013;Sul;José Luiz;Casa e Construção;R$ 705,19;R$ 14,10
15/11/2013;Sudeste;Carolina;Casa e Construção;R$ 3.051,61;R$ 61,03
16/11/2013;Nordeste;João Carlos;Cama, Mesa e Banho;R$ 1.775,15;R$ 35,50
16/11/2013;Centro;Simone;Roupas e Acessórios;R$ 2.113,24;R$ 42,26
20/11/2013;Sudeste;Carolina;Roupas e Acessórios;R$ 2.114,95;R$ 42,30
20/11/2013;Nordeste;José Luiz;Esporte e Lazer;R$ 2.482,78;R$ 49,66
21/11/2013;Sudeste;Adriana;Casa e Construção;R$ 2.549,70;R$ 50,99
21/11/2013;Oeste;João Carlos;Roupas e Acessórios;R$ 1.341,13;R$ 26,82
23/11/2013;Sul;Adriana;Cama, Mesa e Banho;R$ 4.943,10;R$ 98,86
25/11/2013;Sul;João Carlos;Móveis e Decoração;R$ 3.678,37;R$ 73,57
26/11/2013;Leste;João Carlos;Eletrodomésticos;R$ 3.199,08;R$ 63,98
28/11/2013;Norte;Ricardo;Casa e Construção;R$ 4.492,17;R$ 89,84
28/11/2013;Centro;Simone;Cama, Mesa e Banho;R$ 732,63;R$ 14,65
28/11/2013;Sul;Carolina;Esporte e Lazer;R$ 3.286,45;R$ 65,73
29/11/2013;Sul;João Carlos;Cine e Foto;R$ 4.751,40;R$ 95,03
29/11/2013;Sudeste;José Luiz;Cine e Foto;R$ 1.035,87;R$ 20,72
30/11/2013;Leste;Carolina;Eletrodomésticos;R$ 2.664,13;R$ 53,28
01/12/2013;Sudeste;José Luiz;Móveis e Decoração;R$ 827,33;R$ 16,55
01/12/2013;Nordeste;Carolina;Roupas e Acessórios;R$ 634,33;R$ 12,69
02/12/2013;Sudeste;Ana Maria;Cine e Foto;R$ 1.671,95;R$ 33,44
02/12/2013;Norte;Roberto;Móveis e Decoração;R$ 2.805,18;R$ 56,10
02/12/2013;Nordeste;Carolina;Cama, Mesa e Banho;R$ 2.677,14;R$ 53,54
02/12/2013;Centro;Carolina;Roupas e Acessórios;R$ 3.059,65;R$ 61,19
04/12/2013;Centro;João Carlos;Esporte e Lazer;R$ 313,58;R$ 6,27
05/12/2013;Oeste;João Carlos;Casa e Construção;R$ 4.921,47;R$ 98,43
06/12/2013;Sul;João Carlos;Cine e Foto;R$ 4.011,45;R$ 80,23
06/12/2013;Leste;João Carlos;Móveis e Decoração;R$ 3.027,68;R$ 60,55
06/12/2013;Centro;João Carlos;Cama, Mesa e Banho;R$ 257,04;R$ 5,14
06/12/2013;Sul;José Luiz;Cama, Mesa e Banho;R$ 4.052,01;R$ 81,04
08/12/2013;Centro;João Carlos;Cine e Foto;R$ 4.136,13;R$ 82,72
08/12/2013;Sudeste;Carolina;Móveis e Decoração;R$ 1.187,04;R$ 23,74
08/12/2013;Nordeste;Adriana;Utilidades Domésticas;R$ 2.195,21;R$ 43,90
09/12/2013;Sudeste;Carolina;Cine e Foto;R$ 2.760,78;R$ 55,22
11/12/2013;Oeste;Ana Maria;Roupas e Acessórios;R$ 4.993,61;R$ 99,87
13/12/2013;Sudeste;Ricardo;Roupas e Acessórios;R$ 2.031,53;R$ 40,63
13/12/2013;Centro;Adriana;Roupas e Acessórios;R$ 4.871,91;R$ 97,44
15/12/2013;Sudeste;Ricardo;Eletrônicos;R$ 657,04;R$ 13,14
15/12/2013;Leste;Ricardo;Casa e Construção;R$ 4.090,24;R$ 81,80
15/12/2013;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 848,12;R$ 16,96
16/12/2013;Sudeste;Adriana;Móveis e Decoração;R$ 2.059,39;R$ 41,19
17/12/2013;Leste;Simone;Roupas e Acessórios;R$ 1.905,04;R$ 38,10
18/12/2013;Norte;João Carlos;Eletrônicos;R$ 545,63;R$ 10,91
18/12/2013;Sul;Roberto;Eletrônicos;R$ 2.787,45;R$ 55,75
18/12/2013;Oeste;Adriana;Eletrodomésticos;R$ 4.575,06;R$ 91,50
20/12/2013;Centro;Adriana;Utilidades Domésticas;R$ 4.259,82;R$ 85,20
20/12/2013;Sudeste;Carolina;Esporte e Lazer;R$ 1.980,49;R$ 39,61
20/12/2013;Sudeste;João Carlos;Esporte e Lazer;R$ 4.287,60;R$ 85,75
21/12/2013;Centro;Carolina;Móveis e Decoração;R$ 1.357,61;R$ 27,15
21/12/2013;Sul;João Carlos;Eletrônicos;R$ 1.043,72;R$ 20,87
22/12/2013;Leste;José Luiz;Eletrodomésticos;R$ 3.367,92;R$ 67,36
23/12/2013;Leste;Simone;Roupas e Acessórios;R$ 4.694,83;R$ 93,90
23/12/2013;Sudeste;José Luiz;Móveis e Decoração;R$ 4.371,48;R$ 87,43
23/12/2013;Oeste;João Carlos;Esporte e Lazer;R$ 2.517,60;R$ 50,35
23/12/2013;Sul;Adriana;Móveis e Decoração;R$ 2.722,97;R$ 54,46
25/12/2013;Sul;Ricardo;Cama, Mesa e Banho;R$ 4.141,40;R$ 82,83
26/12/2013;Sudeste;Ana Maria;Cama, Mesa e Banho;R$ 910,37;R$ 18,21
26/12/2013;Oeste;João Carlos;Casa e Construção;R$ 4.661,37;R$ 93,23
27/12/2013;Centro;Carolina;Cine e Foto;R$ 4.497,80;R$ 89,96
27/12/2013;Sul;João Carlos;Esporte e Lazer;R$ 3.606,91;R$ 72,14
27/12/2013;Sudeste;Carolina;Roupas e Acessórios;R$ 345,43;R$ 6,91
28/12/2013;Nordeste;Adriana;Roupas e Acessórios;R$ 3.060,33;R$ 61,21
29/12/2013;Centro;Carolina;Roupas e Acessórios;R$ 4.175,04;R$ 83,50
29/12/2013;Sudeste;Ricardo;Eletrônicos;R$ 2.199,43;R$ 43,99
30/12/2013;Norte;Ana Maria;Cama, Mesa e Banho;R$ 4.703,86;R$ 94,08
30/12/2013;Oeste;Carolina;Roupas e Acessórios;R$ 4.403,47;R$ 88,07
31/12/2013;Leste;Ana Maria;Eletrodomésticos;R$ 3.957,18;R$ 79,14
